,piece,current_position,next_position,skip,reward
63,"(255, 0, 0)","(0, 3)","(1, 2)",-,0
64,"(255, 0, 0)","(1, 2)","(2, 1)",-,0
65,"(255, 0, 0)","(2, 5)","(3, 4)",-,0
66,"(255, 0, 0)","(3, 4)","(2, 5)",-,0
67,"(255, 0, 0)","(2, 1)","(1, 0)",-,0
68,"(255, 0, 0)","(0, 5)","(1, 4)",-,0
69,"(255, 0, 0)","(2, 5)","(3, 4)",-,0
70,"(255, 0, 0)","(3, 4)","(2, 5)",-,0
71,"(255, 0, 0)","(2, 5)","(1, 6)",-,0
72,"(255, 0, 0)","(1, 0)","(2, 1)",-,0
73,"(255, 0, 0)","(2, 1)","(1, 2)",-,0
74,"(255, 0, 0)","(1, 2)","(0, 3)",-,4
75,"(255, 0, 0)","(1, 6)","(2, 5)",-,0
76,"(255, 0, 0)","(2, 5)","(4, 7)","[(255, 255, 255)]",40
77,"(255, 0, 0)","(4, 7)","(3, 6)",-,0
78,"(255, 0, 0)","(3, 6)","(4, 7)",-,0
79,"(255, 0, 0)","(4, 7)","(5, 6)",-,0
80,"(255, 0, 0)","(1, 4)","(2, 5)",-,0
81,"(255, 0, 0)","(0, 3)","(1, 4)",-,0
82,"(255, 0, 0)","(5, 6)","(6, 5)",-,0
83,"(255, 0, 0)","(2, 3)","(1, 2)",-,0
84,"(255, 0, 0)","(6, 5)","(5, 4)",-,0
85,"(255, 0, 0)","(1, 2)","(0, 3)",-,4
86,"(255, 0, 0)","(5, 4)","(6, 5)",-,0
87,"(255, 0, 0)","(0, 3)","(1, 2)",-,0
88,"(255, 0, 0)","(1, 4)","(0, 3)",-,4
89,"(255, 0, 0)","(6, 5)","(5, 6)",-,0
90,"(255, 0, 0)","(0, 3)","(2, 5)","[(255, 255, 255)]",40
91,"(255, 0, 0)","(2, 5)","(3, 4)",-,0
92,"(255, 0, 0)","(5, 6)","(6, 5)",-,0
93,"(255, 0, 0)","(3, 4)","(2, 3)",-,0
94,"(255, 0, 0)","(6, 5)","(7, 4)",-,4
95,"(255, 0, 0)","(2, 3)","(3, 2)",-,0
96,"(255, 0, 0)","(1, 2)","(2, 1)",-,0
97,"(255, 0, 0)","(3, 2)","(2, 3)",-,0
98,"(255, 0, 0)","(7, 4)","(6, 5)",-,0
99,"(255, 0, 0)","(2, 1)","(1, 2)",-,0
100,"(255, 0, 0)","(1, 2)","(2, 1)",-,0
101,"(255, 0, 0)","(2, 3)","(3, 2)",-,0
102,"(255, 0, 0)","(3, 2)","(4, 3)",-,0
103,"(255, 0, 0)","(6, 5)","(7, 4)",-,4
104,"(255, 0, 0)","(2, 1)","(1, 2)",-,0
105,"(255, 0, 0)","(7, 4)","(6, 5)",-,0
106,"(255, 0, 0)","(4, 3)","(5, 4)",-,0
107,"(255, 0, 0)","(6, 5)","(7, 6)",-,4
108,"(255, 0, 0)","(5, 4)","(6, 3)",-,0
109,"(255, 0, 0)","(1, 2)","(0, 1)",-,4
110,"(255, 0, 0)","(0, 1)","(1, 0)",-,0
111,"(255, 0, 0)","(1, 0)","(0, 1)",-,4
112,"(255, 0, 0)","(7, 6)","(6, 7)",-,0
113,"(255, 0, 0)","(0, 1)","(1, 2)",-,0
114,"(255, 0, 0)","(1, 2)","(2, 3)",-,0
115,"(255, 0, 0)","(2, 3)","(1, 2)",-,0
116,"(255, 0, 0)","(6, 7)","(7, 6)",-,4
117,"(255, 0, 0)","(7, 6)","(6, 5)",-,0
118,"(255, 0, 0)","(1, 2)","(2, 1)",-,0
119,"(255, 0, 0)","(2, 1)","(1, 0)",-,0
120,"(255, 0, 0)","(1, 0)","(0, 1)",-,4
121,"(255, 0, 0)","(0, 1)","(1, 0)",-,0
122,"(255, 0, 0)","(1, 0)","(0, 1)",-,4
123,"(255, 0, 0)","(0, 1)","(1, 2)",-,0
124,"(255, 0, 0)","(1, 2)","(0, 3)",-,4
125,"(255, 0, 0)","(0, 3)","(1, 2)",-,0
126,"(255, 0, 0)","(1, 2)","(0, 3)",-,4
127,"(255, 0, 0)","(0, 3)","(1, 2)",-,0
128,"(255, 0, 0)","(1, 2)","(0, 3)",-,4
129,"(255, 0, 0)","(0, 3)","(1, 2)",-,0
130,"(255, 0, 0)","(1, 2)","(0, 3)",-,4
131,"(255, 0, 0)","(0, 3)","(1, 2)",-,0
132,"(255, 0, 0)","(1, 2)","(0, 1)",-,4
133,"(255, 0, 0)","(0, 1)","(1, 2)",-,0
134,"(255, 0, 0)","(1, 2)","(2, 1)",-,0
135,"(255, 0, 0)","(2, 1)","(3, 0)",-,0
136,"(255, 0, 0)","(3, 0)","(4, 1)",-,0
137,"(255, 0, 0)","(4, 1)","(3, 2)",-,0
138,"(255, 0, 0)","(3, 2)","(4, 1)",-,0
139,"(255, 0, 0)","(4, 1)","(5, 2)",-,0
140,"(255, 0, 0)","(5, 2)","(6, 1)",-,0
141,"(255, 0, 0)","(6, 1)","(5, 0)",-,0
142,"(255, 0, 0)","(5, 0)","(4, 1)",-,0
143,"(255, 0, 0)","(4, 1)","(5, 0)",-,0
144,"(255, 0, 0)","(5, 0)","(6, 1)",-,0
145,"(255, 0, 0)","(6, 1)","(7, 2)",-,4
146,"(255, 0, 0)","(7, 2)","(6, 1)",-,0
147,"(255, 0, 0)","(6, 1)","(7, 0)",-,4
148,"(255, 0, 0)","(7, 0)","(6, 1)",-,0
149,"(255, 0, 0)","(6, 1)","(7, 0)",-,4
150,"(255, 0, 0)","(7, 0)","(6, 1)",-,0
151,"(255, 0, 0)","(6, 1)","(7, 0)",-,4
152,"(255, 0, 0)","(7, 0)","(6, 1)",-,0
153,"(255, 0, 0)","(6, 1)","(7, 0)",-,4
154,"(255, 0, 0)","(7, 0)","(6, 1)",-,0
155,"(255, 0, 0)","(6, 1)","(5, 0)",-,0
156,"(255, 0, 0)","(5, 0)","(4, 1)",-,0
157,"(255, 0, 0)","(4, 1)","(3, 0)",-,0
158,"(255, 0, 0)","(3, 0)","(4, 1)",-,0
159,"(255, 0, 0)","(4, 1)","(5, 0)",-,0
160,"(255, 0, 0)","(5, 0)","(6, 1)",-,0
161,"(255, 0, 0)","(6, 1)","(5, 0)",-,0
162,"(255, 0, 0)","(5, 0)","(4, 1)",-,0
163,"(255, 0, 0)","(4, 1)","(5, 2)",-,0
164,"(255, 0, 0)","(5, 2)","(4, 1)",-,0
165,"(255, 0, 0)","(4, 1)","(5, 0)",-,0
166,"(255, 0, 0)","(5, 0)","(6, 1)",-,0
