,piece,current_position,next_position,skip,reward
63,"(255, 0, 0)","(0, 3)","(1, 2)",-,0
64,"(255, 0, 0)","(1, 2)","(2, 1)",-,0
65,"(255, 0, 0)","(2, 5)","(3, 4)",-,0
66,"(255, 0, 0)","(3, 4)","(2, 5)",-,0
67,"(255, 0, 0)","(2, 1)","(1, 0)",-,0
68,"(255, 0, 0)","(0, 5)","(1, 4)",-,0
69,"(255, 0, 0)","(2, 5)","(3, 4)",-,0
70,"(255, 0, 0)","(3, 4)","(2, 5)",-,0
71,"(255, 0, 0)","(2, 5)","(1, 6)",-,0
72,"(255, 0, 0)","(1, 0)","(2, 1)",-,0
73,"(255, 0, 0)","(2, 1)","(1, 2)",-,0
74,"(255, 0, 0)","(1, 2)","(0, 3)",-,4
75,"(255, 0, 0)","(1, 6)","(2, 5)",-,0
76,"(255, 0, 0)","(2, 5)","(4, 7)","[(255, 255, 255)]",40
77,"(255, 0, 0)","(4, 7)","(3, 6)",-,0
78,"(255, 0, 0)","(3, 6)","(4, 7)",-,0
79,"(255, 0, 0)","(4, 7)","(5, 6)",-,0
80,"(255, 0, 0)","(1, 4)","(2, 5)",-,0
81,"(255, 0, 0)","(0, 3)","(1, 4)",-,0
82,"(255, 0, 0)","(5, 6)","(6, 5)",-,0
83,"(255, 0, 0)","(2, 3)","(1, 2)",-,0
84,"(255, 0, 0)","(6, 5)","(5, 4)",-,0
85,"(255, 0, 0)","(1, 2)","(0, 3)",-,4
86,"(255, 0, 0)","(5, 4)","(6, 5)",-,0
87,"(255, 0, 0)","(0, 3)","(1, 2)",-,0
88,"(255, 0, 0)","(1, 4)","(0, 3)",-,4
89,"(255, 0, 0)","(6, 5)","(5, 6)",-,0
90,"(255, 0, 0)","(0, 3)","(2, 5)","[(255, 255, 255)]",40
91,"(255, 0, 0)","(2, 5)","(3, 4)",-,0
92,"(255, 0, 0)","(5, 6)","(6, 5)",-,0
93,"(255, 0, 0)","(3, 4)","(2, 3)",-,0
94,"(255, 0, 0)","(6, 5)","(7, 4)",-,4
95,"(255, 0, 0)","(2, 3)","(3, 2)",-,0
96,"(255, 0, 0)","(1, 2)","(2, 1)",-,0
97,"(255, 0, 0)","(3, 2)","(2, 3)",-,0
98,"(255, 0, 0)","(7, 4)","(6, 5)",-,0
99,"(255, 0, 0)","(2, 1)","(1, 2)",-,0
100,"(255, 0, 0)","(1, 2)","(2, 1)",-,0
101,"(255, 0, 0)","(2, 3)","(3, 2)",-,0
102,"(255, 0, 0)","(3, 2)","(4, 3)",-,0
103,"(255, 0, 0)","(6, 5)","(7, 4)",-,4
104,"(255, 0, 0)","(2, 1)","(1, 2)",-,0
105,"(255, 0, 0)","(7, 4)","(6, 5)",-,0
106,"(255, 0, 0)","(4, 3)","(5, 4)",-,0
107,"(255, 0, 0)","(6, 5)","(7, 6)",-,4
108,"(255, 0, 0)","(5, 4)","(6, 3)",-,0
109,"(255, 0, 0)","(1, 2)","(0, 1)",-,4
110,"(255, 0, 0)","(0, 1)","(1, 0)",-,0
111,"(255, 0, 0)","(1, 0)","(0, 1)",-,4
112,"(255, 0, 0)","(7, 6)","(6, 7)",-,0
113,"(255, 0, 0)","(0, 1)","(1, 2)",-,0
114,"(255, 0, 0)","(1, 2)","(2, 3)",-,0
115,"(255, 0, 0)","(2, 3)","(1, 2)",-,0
116,"(255, 0, 0)","(6, 7)","(7, 6)",-,4
117,"(255, 0, 0)","(7, 6)","(6, 5)",-,0
118,"(255, 0, 0)","(1, 2)","(2, 1)",-,0
119,"(255, 0, 0)","(2, 1)","(1, 0)",-,0
120,"(255, 0, 0)","(1, 0)","(0, 1)",-,4
121,"(255, 0, 0)","(0, 1)","(1, 0)",-,0
122,"(255, 0, 0)","(1, 0)","(0, 1)",-,4
123,"(255, 0, 0)","(0, 1)","(1, 2)",-,0
124,"(255, 0, 0)","(1, 2)","(0, 3)",-,4
125,"(255, 0, 0)","(0, 3)","(1, 2)",-,0
126,"(255, 0, 0)","(1, 2)","(0, 3)",-,4
127,"(255, 0, 0)","(0, 3)","(1, 2)",-,0
128,"(255, 0, 0)","(1, 2)","(0, 3)",-,4
129,"(255, 0, 0)","(0, 3)","(1, 2)",-,0
130,"(255, 0, 0)","(1, 2)","(0, 3)",-,4
131,"(255, 0, 0)","(0, 3)","(1, 2)",-,0
132,"(255, 0, 0)","(1, 2)","(0, 1)",-,4
133,"(255, 0, 0)","(0, 1)","(1, 2)",-,0
134,"(255, 0, 0)","(1, 2)","(2, 1)",-,0
135,"(255, 0, 0)","(2, 1)","(3, 0)",-,0
136,"(255, 0, 0)","(3, 0)","(4, 1)",-,0
137,"(255, 0, 0)","(4, 1)","(3, 2)",-,0
138,"(255, 0, 0)","(3, 2)","(4, 1)",-,0
139,"(255, 0, 0)","(4, 1)","(5, 2)",-,0
140,"(255, 0, 0)","(5, 2)","(6, 1)",-,0
141,"(255, 0, 0)","(6, 1)","(5, 0)",-,0
142,"(255, 0, 0)","(5, 0)","(4, 1)",-,0
143,"(255, 0, 0)","(4, 1)","(5, 0)",-,0
144,"(255, 0, 0)","(5, 0)","(6, 1)",-,0
145,"(255, 0, 0)","(6, 1)","(7, 2)",-,4
146,"(255, 0, 0)","(7, 2)","(6, 1)",-,0
147,"(255, 0, 0)","(6, 1)","(7, 0)",-,4
148,"(255, 0, 0)","(7, 0)","(6, 1)",-,0
149,"(255, 0, 0)","(6, 1)","(7, 0)",-,4
150,"(255, 0, 0)","(7, 0)","(6, 1)",-,0
151,"(255, 0, 0)","(6, 1)","(7, 0)",-,4
152,"(255, 0, 0)","(7, 0)","(6, 1)",-,0
153,"(255, 0, 0)","(6, 1)","(7, 0)",-,4
154,"(255, 0, 0)","(7, 0)","(6, 1)",-,0
155,"(255, 0, 0)","(6, 1)","(5, 0)",-,0
156,"(255, 0, 0)","(5, 0)","(4, 1)",-,0
157,"(255, 0, 0)","(4, 1)","(3, 0)",-,0
158,"(255, 0, 0)","(3, 0)","(4, 1)",-,0
159,"(255, 0, 0)","(4, 1)","(5, 0)",-,0
160,"(255, 0, 0)","(5, 0)","(6, 1)",-,0
161,"(255, 0, 0)","(6, 1)","(5, 0)",-,0
162,"(255, 0, 0)","(5, 0)","(4, 1)",-,0
163,"(255, 0, 0)","(4, 1)","(5, 2)",-,0
164,"(255, 0, 0)","(5, 2)","(4, 1)",-,0
165,"(255, 0, 0)","(4, 1)","(5, 0)",-,0
166,"(255, 0, 0)","(5, 0)","(6, 1)",-,0
167,"(255, 0, 0)","(5, 4)","(4, 5)",-,0
168,"(255, 0, 0)","(5, 6)","(4, 7)",-,0
169,"(255, 0, 0)","(4, 5)","(3, 6)",-,0
170,"(255, 0, 0)","(5, 0)","(4, 1)",-,0
171,"(255, 0, 0)","(6, 7)","(5, 6)",-,0
172,"(255, 0, 0)","(4, 1)","(3, 2)",-,0
173,"(255, 0, 0)","(4, 7)","(3, 6)",-,0
174,"(255, 0, 0)","(3, 2)","(2, 3)",-,0
175,"(255, 0, 0)","(6, 1)","(5, 0)",-,0
176,"(255, 0, 0)","(6, 5)","(5, 6)",-,0
177,"(255, 0, 0)","(7, 0)","(6, 1)",-,0
178,"(255, 0, 0)","(6, 3)","(5, 4)",-,0
179,"(255, 0, 0)","(5, 6)","(4, 5)",-,0
180,"(255, 0, 0)","(7, 4)","(5, 6)","[(255, 255, 255)]",40
181,"(255, 0, 0)","(7, 2)","(6, 3)",-,0
182,"(255, 0, 0)","(4, 5)","(3, 6)",-,0
183,"(255, 0, 0)","(3, 6)","(2, 5)",-,0
184,"(255, 0, 0)","(5, 0)","(3, 2)","[(255, 255, 255)]",40
185,"(255, 0, 0)","(2, 3)","(1, 2)",-,0
186,"(255, 0, 0)","(7, 6)","(6, 5)",-,0
187,"(255, 0, 0)","(6, 5)","(4, 7)","[(255, 255, 255)]",40
188,"(255, 0, 0)","(4, 7)","(3, 6)",-,0
189,"(255, 0, 0)","(1, 2)","(0, 1)",-,4
190,"(255, 0, 0)","(5, 4)","(4, 5)",-,0
191,"(255, 0, 0)","(4, 5)","(3, 4)",-,0
192,"(255, 0, 0)","(3, 2)","(1, 4)","[(255, 255, 255)]",40
193,"(255, 0, 0)","(1, 4)","(0, 3)",-,4
194,"(255, 0, 0)","(6, 3)","(5, 4)",-,0
195,"(255, 0, 0)","(5, 4)","(4, 3)",-,0
196,"(255, 0, 0)","(2, 5)","(1, 4)",-,0
197,"(255, 0, 0)","(3, 4)","(2, 3)",-,0
198,"(255, 0, 0)","(4, 3)","(3, 2)",-,0
199,"(255, 0, 0)","(5, 2)","(4, 3)",-,0
200,"(255, 0, 0)","(2, 3)","(1, 2)",-,0
201,"(255, 0, 0)","(4, 3)","(3, 4)",-,0
202,"(255, 0, 0)","(0, 1)","(1, 0)",-,0
203,"(255, 0, 0)","(3, 2)","(1, 4)","[(255, 255, 255)]",40
204,"(255, 0, 0)","(6, 1)","(5, 2)",-,0
205,"(255, 0, 0)","(1, 2)","(0, 1)",-,4
206,"(255, 0, 0)","(0, 3)","(1, 2)",-,0
207,"(255, 0, 0)","(1, 2)","(2, 3)",-,0
208,"(255, 0, 0)","(2, 3)","(3, 2)",-,0
209,"(255, 0, 0)","(1, 4)","(0, 5)",-,4
210,"(255, 0, 0)","(3, 2)","(4, 3)",-,0
211,"(255, 0, 0)","(0, 5)","(1, 4)",-,0
212,"(255, 0, 0)","(3, 4)","(2, 3)",-,0
213,"(255, 0, 0)","(2, 3)","(1, 2)",-,0
214,"(255, 0, 0)","(1, 4)","(2, 5)",-,0
215,"(255, 0, 0)","(2, 5)","(3, 6)",-,0
216,"(255, 0, 0)","(3, 6)","(2, 5)",-,0
217,"(255, 0, 0)","(2, 5)","(1, 6)",-,0
218,"(255, 0, 0)","(1, 6)","(2, 5)",-,0
219,"(255, 0, 0)","(2, 5)","(3, 6)",-,0
220,"(255, 0, 0)","(1, 2)","(0, 3)",-,4
221,"(255, 0, 0)","(1, 0)","(2, 1)",-,0
222,"(255, 0, 0)","(2, 1)","(1, 2)",-,0
223,"(255, 0, 0)","(4, 3)","(3, 4)",-,0
224,"(255, 0, 0)","(1, 2)","(2, 1)",-,0
225,"(255, 0, 0)","(2, 1)","(3, 0)",-,0
226,"(255, 0, 0)","(3, 4)","(2, 3)",-,0
227,"(255, 0, 0)","(2, 3)","(3, 2)",-,0
228,"(255, 0, 0)","(3, 2)","(4, 3)",-,0
229,"(255, 0, 0)","(0, 1)","(1, 2)",-,0
230,"(255, 0, 0)","(3, 0)","(5, 2)","[(255, 255, 255)]",40
231,"(255, 0, 0)","(4, 3)","(2, 5)","[(255, 255, 255)]",40
232,"(255, 0, 0)","(1, 2)","(2, 3)",-,0
233,"(255, 0, 0)","(2, 5)","(0, 7)","[(255, 255, 255)]",44
234,"(255, 0, 0)","(2, 3)","(3, 4)",-,0
235,"(255, 0, 0)","(3, 4)","(2, 5)",-,0
236,"(255, 0, 0)","(2, 5)","(3, 6)",-,0
237,"(255, 0, 0)","(5, 2)","(4, 3)",-,0
238,"(255, 0, 0)","(4, 3)","(3, 4)",-,0
239,"(255, 0, 0)","(0, 3)","(1, 4)",-,0
240,"(255, 0, 0)","(1, 4)","(2, 5)",-,0
241,"(255, 0, 0)","(0, 7)","(1, 6)",-,0
242,"(255, 0, 0)","(3, 6)","(2, 7)",-,0
243,"(255, 0, 0)","(1, 6)","(0, 5)",-,4
244,"(255, 0, 0)","(0, 5)","(1, 4)",-,0
245,"(255, 0, 0)","(1, 4)","(2, 3)",-,0
246,"(255, 0, 0)","(2, 7)","(1, 6)",-,0
247,"(255, 0, 0)","(2, 3)","(1, 2)",-,0
248,"(255, 0, 0)","(1, 6)","(2, 7)",-,0
249,"(255, 0, 0)","(2, 5)","(1, 4)",-,0
250,"(255, 0, 0)","(2, 7)","(1, 6)",-,0
251,"(255, 0, 0)","(1, 6)","(2, 7)",-,0
252,"(255, 0, 0)","(2, 7)","(1, 6)",-,0
253,"(255, 0, 0)","(1, 6)","(2, 5)",-,0
254,"(255, 0, 0)","(2, 5)","(1, 6)",-,0
255,"(255, 0, 0)","(1, 6)","(3, 4)","[(255, 255, 255)]",40
256,"(255, 0, 0)","(3, 4)","(4, 5)",-,0
257,"(255, 0, 0)","(4, 5)","(5, 4)",-,0
258,"(255, 0, 0)","(5, 4)","(6, 3)",-,0
259,"(255, 0, 0)","(6, 3)","(5, 2)",-,0
260,"(255, 0, 0)","(5, 2)","(7, 0)","[(255, 255, 255)]",44
261,"(255, 0, 0)","(7, 0)","(6, 1)",-,0
262,"(255, 0, 0)","(6, 1)","(5, 2)",-,0
263,"(255, 0, 0)","(5, 2)","(4, 1)",-,0
264,"(255, 0, 0)","(4, 1)","(3, 0)",-,0
265,"(255, 0, 0)","(3, 0)","(5, 2)","[(255, 255, 255)]",40
266,"(255, 0, 0)","(5, 2)","(6, 3)",-,0
267,"(255, 0, 0)","(6, 3)","(5, 2)",-,0
268,"(255, 0, 0)","(5, 2)","(4, 1)",-,0
269,"(255, 0, 0)","(4, 1)","(5, 0)",-,0
270,"(255, 0, 0)","(5, 0)","(4, 1)",-,0
271,"(255, 0, 0)","(4, 1)","(5, 0)",-,0
272,"(255, 0, 0)","(5, 0)","(6, 1)",-,0
273,"(255, 0, 0)","(6, 1)","(7, 0)",-,4
274,"(255, 0, 0)","(7, 0)","(6, 1)",-,0
275,"(255, 0, 0)","(6, 1)","(7, 0)",-,4
276,"(255, 0, 0)","(7, 0)","(6, 1)",-,0
277,"(255, 0, 0)","(6, 1)","(5, 0)",-,0
278,"(255, 0, 0)","(5, 0)","(4, 1)",-,0
279,"(255, 0, 0)","(4, 1)","(5, 0)",-,0
280,"(255, 0, 0)","(5, 0)","(6, 1)",-,0
281,"(255, 0, 0)","(6, 1)","(7, 0)",-,4
282,"(255, 0, 0)","(7, 0)","(6, 1)",-,0
283,"(255, 0, 0)","(6, 1)","(5, 0)",-,0
284,"(255, 0, 0)","(5, 0)","(6, 1)",-,0
285,"(255, 0, 0)","(6, 1)","(7, 0)",-,4
286,"(255, 0, 0)","(7, 0)","(6, 1)",-,0
287,"(255, 0, 0)","(6, 1)","(5, 2)",-,0
288,"(255, 0, 0)","(5, 2)","(4, 3)",-,0
289,"(255, 0, 0)","(4, 3)","(3, 4)",-,0
290,"(255, 0, 0)","(3, 4)","(2, 5)",-,0
291,"(255, 0, 0)","(2, 5)","(3, 6)",-,0
292,"(255, 0, 0)","(3, 6)","(4, 5)",-,0
293,"(255, 0, 0)","(4, 5)","(3, 6)",-,0
294,"(255, 0, 0)","(3, 6)","(2, 7)",-,0
295,"(255, 0, 0)","(2, 7)","(1, 6)",-,0
296,"(255, 0, 0)","(1, 6)","(0, 5)",-,4
297,"(255, 0, 0)","(0, 5)","(1, 4)",-,0
298,"(255, 0, 0)","(1, 4)","(0, 3)",-,4
299,"(255, 0, 0)","(0, 3)","(1, 4)",-,0
300,"(255, 0, 0)","(1, 4)","(2, 5)",-,0
301,"(255, 0, 0)","(2, 5)","(3, 4)",-,0
302,"(255, 0, 0)","(3, 4)","(2, 3)",-,0
303,"(255, 0, 0)","(2, 3)","(1, 2)",-,0
304,"(255, 0, 0)","(1, 2)","(0, 1)",-,4
305,"(255, 0, 0)","(0, 1)","(1, 0)",-,0
306,"(255, 0, 0)","(1, 0)","(0, 1)",-,4
307,"(255, 0, 0)","(0, 1)","(1, 2)",-,0
308,"(255, 0, 0)","(1, 2)","(0, 3)",-,4
309,"(255, 0, 0)","(0, 3)","(1, 2)",-,0
310,"(255, 0, 0)","(1, 2)","(2, 1)",-,0
311,"(255, 0, 0)","(2, 1)","(3, 0)",-,0
312,"(255, 0, 0)","(3, 0)","(2, 1)",-,0
313,"(255, 0, 0)","(2, 1)","(3, 0)",-,0
314,"(255, 0, 0)","(3, 0)","(4, 1)",-,0
315,"(255, 0, 0)","(4, 1)","(5, 0)",-,0
316,"(255, 0, 0)","(5, 0)","(6, 1)",-,0
317,"(255, 0, 0)","(6, 1)","(7, 0)",-,4
318,"(255, 0, 0)","(7, 0)","(6, 1)",-,0
319,"(255, 0, 0)","(6, 1)","(7, 0)",-,4
320,"(255, 0, 0)","(7, 0)","(6, 1)",-,0
321,"(255, 0, 0)","(6, 1)","(7, 0)",-,4
322,"(255, 0, 0)","(7, 0)","(6, 1)",-,0
323,"(255, 0, 0)","(6, 1)","(5, 2)",-,0
324,"(255, 0, 0)","(5, 2)","(4, 1)",-,0
325,"(255, 0, 0)","(4, 1)","(3, 2)",-,0
326,"(255, 0, 0)","(3, 2)","(4, 1)",-,0
327,"(255, 0, 0)","(4, 1)","(5, 0)",-,0
328,"(255, 0, 0)","(5, 0)","(6, 1)",-,0
329,"(255, 0, 0)","(6, 1)","(7, 0)",-,4
330,"(255, 0, 0)","(7, 0)","(6, 1)",-,0
331,"(255, 0, 0)","(6, 1)","(7, 0)",-,4
332,"(255, 0, 0)","(7, 0)","(6, 1)",-,0
333,"(255, 0, 0)","(6, 1)","(7, 0)",-,4
334,"(255, 0, 0)","(7, 0)","(6, 1)",-,0
335,"(255, 0, 0)","(6, 1)","(7, 0)",-,4
336,"(255, 0, 0)","(7, 0)","(6, 1)",-,0
337,"(255, 0, 0)","(6, 1)","(5, 0)",-,0
338,"(255, 0, 0)","(5, 0)","(4, 1)",-,0
339,"(255, 0, 0)","(4, 1)","(3, 2)",-,0
340,"(255, 0, 0)","(3, 2)","(4, 1)",-,0
341,"(255, 0, 0)","(4, 1)","(5, 0)",-,0
342,"(255, 0, 0)","(5, 0)","(7, 2)","[(255, 255, 255)]",44
343,"(255, 0, 0)","(5, 2)","(4, 3)",-,0
344,"(255, 0, 0)","(5, 6)","(4, 7)",-,0
345,"(255, 0, 0)","(5, 0)","(4, 1)",-,0
346,"(255, 0, 0)","(4, 3)","(3, 2)",-,0
347,"(255, 0, 0)","(3, 2)","(2, 1)",-,0
348,"(255, 0, 0)","(5, 4)","(3, 6)","[(255, 255, 255)]",40
349,"(255, 0, 0)","(6, 5)","(5, 4)",-,0
350,"(255, 0, 0)","(7, 6)","(6, 5)",-,0
351,"(255, 0, 0)","(6, 5)","(5, 6)",-,0
352,"(255, 0, 0)","(5, 4)","(3, 2)","[(255, 255, 255)]",40
353,"(255, 0, 0)","(6, 3)","(5, 4)",-,0
354,"(255, 0, 0)","(6, 1)","(5, 2)",-,0
355,"(255, 0, 0)","(7, 4)","(6, 5)",-,0
356,"(255, 0, 0)","(7, 2)","(5, 4)","[(255, 255, 255)]",40
357,"(255, 0, 0)","(5, 2)","(4, 3)",-,0
358,"(255, 0, 0)","(5, 6)","(3, 4)","[(255, 255, 255)]",40
359,"(255, 0, 0)","(6, 7)","(5, 6)",-,0
360,"(255, 0, 0)","(5, 6)","(4, 5)",-,0
361,"(255, 0, 0)","(4, 5)","(2, 7)","[(255, 255, 255)]",40
362,"(255, 0, 0)","(3, 2)","(2, 3)",-,0
363,"(255, 0, 0)","(7, 0)","(6, 1)",-,0
364,"(255, 0, 0)","(6, 5)","(5, 6)",-,0
365,"(255, 0, 0)","(4, 1)","(3, 2)",-,0
366,"(255, 0, 0)","(4, 7)","(2, 5)","[(255, 255, 255)]",40
367,"(255, 0, 0)","(2, 3)","(1, 4)",-,0
368,"(255, 0, 0)","(1, 4)","(0, 5)",-,4
369,"(255, 0, 0)","(2, 5)","(1, 4)",-,0
370,"(255, 0, 0)","(4, 3)","(3, 4)",-,0
371,"(255, 0, 0)","(3, 4)","(2, 5)",-,0
372,"(255, 0, 0)","(5, 6)","(4, 7)",-,0
373,"(255, 0, 0)","(3, 2)","(2, 3)",-,0
374,"(255, 0, 0)","(4, 7)","(3, 6)",-,0
375,"(255, 0, 0)","(2, 5)","(0, 7)","[(255, 255, 255)]",44
376,"(255, 0, 0)","(0, 7)","(1, 6)",-,0
377,"(255, 0, 0)","(1, 4)","(0, 3)",-,4
378,"(255, 0, 0)","(1, 6)","(2, 5)",-,0
379,"(255, 0, 0)","(0, 5)","(1, 6)",-,0
380,"(255, 0, 0)","(2, 1)","(1, 2)",-,0
381,"(255, 0, 0)","(2, 5)","(3, 4)",-,0
382,"(255, 0, 0)","(3, 4)","(2, 5)",-,0
383,"(255, 0, 0)","(1, 6)","(0, 7)",-,4
384,"(255, 0, 0)","(2, 5)","(1, 4)",-,0
385,"(255, 0, 0)","(1, 4)","(2, 5)",-,0
386,"(255, 0, 0)","(2, 5)","(3, 4)",-,0
387,"(255, 0, 0)","(1, 2)","(0, 1)",-,4
388,"(255, 0, 0)","(3, 4)","(4, 5)",-,0
389,"(255, 0, 0)","(0, 3)","(1, 2)",-,0
390,"(255, 0, 0)","(4, 5)","(5, 4)",-,0
391,"(255, 0, 0)","(5, 4)","(4, 3)",-,0
392,"(255, 0, 0)","(4, 3)","(5, 4)",-,0
393,"(255, 0, 0)","(1, 2)","(0, 3)",-,4
394,"(255, 0, 0)","(2, 7)","(1, 6)",-,0
395,"(255, 0, 0)","(3, 6)","(2, 7)",-,0
396,"(255, 0, 0)","(0, 3)","(1, 4)",-,0
397,"(255, 0, 0)","(1, 4)","(0, 5)",-,4
398,"(255, 0, 0)","(0, 1)","(1, 2)",-,0
399,"(255, 0, 0)","(1, 2)","(0, 3)",-,4
400,"(255, 0, 0)","(0, 3)","(1, 4)",-,0
401,"(255, 0, 0)","(5, 4)","(4, 3)",-,0
402,"(255, 0, 0)","(1, 4)","(2, 5)",-,0
403,"(255, 0, 0)","(2, 5)","(3, 4)",-,0
404,"(255, 0, 0)","(0, 5)","(1, 4)",-,0
405,"(255, 0, 0)","(1, 4)","(2, 5)",-,0
406,"(255, 0, 0)","(4, 3)","(3, 2)",-,0
407,"(255, 0, 0)","(3, 2)","(2, 1)",-,0
408,"(255, 0, 0)","(2, 1)","(1, 0)",-,0
409,"(255, 0, 0)","(1, 6)","(0, 5)",-,4
410,"(255, 0, 0)","(0, 7)","(1, 6)",-,0
411,"(255, 0, 0)","(3, 4)","(4, 3)",-,0
412,"(255, 0, 0)","(1, 0)","(0, 1)",-,4
413,"(255, 0, 0)","(2, 5)","(1, 4)",-,0
414,"(255, 0, 0)","(4, 3)","(3, 2)",-,0
415,"(255, 0, 0)","(3, 2)","(2, 1)",-,0
416,"(255, 0, 0)","(0, 1)","(1, 2)",-,0
417,"(255, 0, 0)","(2, 1)","(3, 0)",-,0
418,"(255, 0, 0)","(1, 2)","(2, 1)",-,0
419,"(255, 0, 0)","(1, 6)","(2, 5)",-,0
420,"(255, 0, 0)","(2, 5)","(1, 6)",-,0
421,"(255, 0, 0)","(2, 1)","(3, 2)",-,0
422,"(255, 0, 0)","(3, 0)","(2, 1)",-,0
423,"(255, 0, 0)","(2, 1)","(1, 0)",-,0
424,"(255, 0, 0)","(1, 4)","(2, 5)",-,0
425,"(255, 0, 0)","(2, 5)","(4, 3)","[(255, 255, 255)]",40
426,"(255, 0, 0)","(1, 6)","(2, 5)",-,0
427,"(255, 0, 0)","(3, 2)","(2, 3)",-,0
428,"(255, 0, 0)","(2, 3)","(1, 2)",-,0
429,"(255, 0, 0)","(2, 5)","(3, 4)",-,0
430,"(255, 0, 0)","(3, 4)","(2, 5)",-,0
431,"(255, 0, 0)","(0, 5)","(1, 6)",-,0
432,"(255, 0, 0)","(1, 2)","(2, 1)",-,0
433,"(255, 0, 0)","(2, 1)","(3, 2)",-,0
434,"(255, 0, 0)","(3, 2)","(2, 1)",-,0
435,"(255, 0, 0)","(4, 3)","(5, 2)",-,0
436,"(255, 0, 0)","(2, 1)","(3, 2)",-,0
437,"(255, 0, 0)","(1, 0)","(0, 1)",-,4
438,"(255, 0, 0)","(0, 1)","(1, 2)",-,0
439,"(255, 0, 0)","(3, 2)","(2, 3)",-,0
